,RandSimilar,MajorityVote,RandDifferent,MinorityVote,MajorCNN,MinorCNN,MajorWavelet,MinorWavelet,MajorJzAzBz,MinorJzAzBz,MajorRGB,MinorRGB,MajorIsBenchmark,MinorIsBenchmark
134,235362,16,638353,0,0.811426947502009,0.6487674954953251,0.4825792416691824,0.30430726667105085,0.5143282783189461,0.5957530083881214,0.527351769411816,0.7037054472976587,False,False
135,644167,9,648663,9,0.2976952108268237,0.4636852813364524,0.8940617210775997,0.8762525722468378,0.6337292486400398,0.7690938704196887,0.4628547491020045,0.4447624758941813,False,False
136,648143,14,114352,0,0.7827618175143196,0.5540841939768307,0.7159715844017921,0.3428846085144582,0.2522836506052087,0.5209007994216582,0.31476774038077016,0.5606592765970533,True,False
137,528178,11,64820,8,0.8637206150648072,0.8435984264090134,0.9342624824573216,0.9814553181814867,0.5552049341118741,0.5213229915483893,0.2567080814970281,0.13911112948405596,True,True
138,648663,15,273538,3,0.4636852813364524,0.6531947045986225,0.8762525722468378,0.8526009957689018,0.7690938704196887,0.45988804425975466,0.4447624758941813,0.5112836608121955,False,True
139,650308,11,631347,11,0.33084604944165624,0.11207259135741605,0.6880845458169761,0.9325770155288458,0.5977203079409115,0.8352032651438167,0.38415117509902447,0.6163885565623035,False,False
140,654811,12,874371,0,0.7182106313647342,0.40230736408084217,0.794642897816977,0.5829821445694993,0.2847497573151153,0.7825171771645111,0.2504461059908704,0.665671426544754,True,False
141,870910,13,65725,2,0.8172083101519119,0.638926846986964,0.6230850910798739,0.964570227270919,0.36851040775261,0.323702231412224,0.3974588739399998,0.5245487201026428,True,True
142,660890,12,905778,2,0.7429644680351372,0.7770604035375802,0.48445375660952644,0.578700423694005,0.3449878148588462,0.6189410423859562,0.4478372910708824,0.5902034745460496,False,True
143,665987,9,258795,0,0.9367283669028834,0.7621004718991233,0.9752924414281587,0.8545779536063556,0.6320124473893355,0.8200821657800499,0.10346227342827552,0.2963947476846782,True,True
144,400573,13,671155,4,0.5780639389788561,0.32816311867837256,0.472528602409266,0.8555868140456084,0.44965910519183905,0.4483104525429445,0.5278874127446416,0.6632334148420191,False,False
145,199041,8,681669,6,0.6025706705619133,0.574196881342921,0.7132519237008379,0.4861085422279128,0.6405810337067305,0.576397007978619,0.4601970187547554,0.5856591679920975,True,False
146,128148,12,690607,3,0.2983410852674868,0.2839020937094715,0.866637934377267,0.8071813483633692,0.7001072135388478,0.7868240193114707,0.4002420441150981,0.5616820893495963,False,False
147,54886,7,690907,0,0.8506784578561112,0.4461380879301881,0.9976697498189665,0.7394364390498616,0.7461092724646756,0.7232737697787954,0.2644895521227264,0.5591033105595147,True,False
148,473254,9,691095,0,0.9415257682447798,0.35379091013706876,0.9800814824814815,0.8858964701217474,0.4946473528129747,0.778849264876333,0.18431543958776592,0.40439889689987385,True,False
149,699438,6,420571,5,0.4602287641322091,0.7041869017577268,0.9126775993631463,0.40786376119791234,0.5800068212386535,0.535124686555232,0.4824570441596248,0.5204725987550705,False,False
150,856703,9,702965,4,0.8487454681713572,0.7348977037606469,0.4986427810517776,0.14445619612471644,0.3830755825968697,0.4506139625604648,0.46153095344155287,0.6937647102360924,False,False
151,704107,10,87498,6,0.39517397031791185,0.8198596004270368,0.836831799091992,0.7569757940385824,0.6796099053255669,0.21714057049178254,0.48301834619662937,0.47603100805003734,False,True
